CASEID,HELPFUL,FAIR,TRUST,YEAR,AGE,SEX,RACE,HISPANIC,EDUC,DEGREE,MARITAL
 7368,2,1,9,1976,44,2,1, 0,12,1,1
 7369,3,2,3,1976,62,2,1, 0,12,1,3
 7370,1,2,1,1976,26,2,1, 0,14,1,5
 7371,2,2,1,1976,50,1,1, 0,20,4,1
 7372,2,2,1,1976,47,1,1, 0,16,3,1
 7373,2,1,2,1976,39,2,1, 0,10,0,1
 7374,2,2,2,1976,24,2,1, 0,16,3,5
 7375,3,2,2,1976,29,2,1, 0,19,4,1
 7376,2,1,2,1976,35,1,1, 0,12,1,1
 7377,1,2,1,1976,57,1,1, 0,20,4,1
 7378,1,2,1,1976,67,2,1, 0, 8,0,1
 7379,1,2,2,1976,34,2,1, 0,13,1,3
 7380,1,2,1,1976,57,2,1, 0,13,1,3
 7381,1,3,3,1976,31,1,1, 0,12,1,1
 7382,2,1,2,1976,42,1,1, 0,19,4,1
 7383,2,2,3,1976,44,1,1, 0, 8,0,1
 7384,1,2,1,1976,33,2,1, 0,14,1,1
 7385,2,1,2,1976,29,2,1, 0,12,1,1
 7386,2,1,2,1976,28,1,1, 0,14,1,1
 7387,2,1,1,1976,56,1,1, 0,11,0,1
 7388,1,1,1,1976,51,1,1, 0, 9,0,1
 7389,1,2,2,1976,24,2,1, 0,12,1,1
 7390,2,2,3,1976,53,2,1, 0,11,0,1
 7391,2,3,2,1976,21,1,1, 0,12,1,5
 7392,1,2,1,1976,75,1,1, 0,12,1,5
 7393,3,1,2,1976,64,2,1, 0, 8,0,1
 7394,2,3,2,1976,28,2,1, 0,12,1,4
 7395,2,1,2,1976,53,2,1, 0, 3,0,1
 7396,1,2,2,1976,45,1,1, 0,12,1,1
 7397,2,1,2,1976,61,1,1, 0,17,3,2
 7398,1,1,2,1976,68,2,1, 0,12,1,2
 7399,1,2,1,1976,48,2,1, 0,12,1,1
 7400,2,2,2,1976,48,2,1, 0,18,4,1
 7401,2,1,2,1976,21,1,1, 0,13,1,5
 7402,2,1,2,1976,67,1,1, 0,13,1,1
 7403,1,2,1,1976,64,2,1, 0, 8,0,1
 7404,2,2,1,1976,50,2,1, 0,12,1,1
 7405,1,2,1,1976,58,2,1, 0,13,1,1
 7406,1,2,1,1976,20,1,1, 0,12,1,5
 7407,3,1,2,1976,53,1,1, 0,16,3,1
 7408,1,2,1,1976,51,2,1, 0,12,1,1
 7409,1,2,2,1976,37,2,1, 0,13,1,1
 7410,1,2,1,1976,26,2,1, 0,17,3,5
 7411,2,2,1,1976,32,1,1, 0,12,1,1
 7412,1,2,1,1976,65,1,1, 0,12,1,1
 7413,2,2,2,1976,20,2,1, 0,12,1,5
 7414,1,1,1,1976,53,2,1, 0,12,1,1
 7415,2,2,1,1976,32,2,1, 0,12,1,1
 7416,2,2,1,1976,30,1,1, 0,16,3,3
 7417,2,1,1,1976,28,1,1, 0,19,4,3
 7418,1,2,1,1976,72,1,1, 0,20,4,1
 7419,2,1,2,1976,82,2,1, 0,12,1,2
 7420,1,2,1,1976,58,2,1, 0,16,3,2
 7421,2,1,2,1976,20,1,1, 0, 9,1,5
 7422,2,2,2,1976,36,1,1, 0,13,1,5
 7423,2,2,2,1976,25,2,1, 0,12,1,4
 7424,2,2,1,1976,36,2,2, 0,16,3,1
 7425,2,2,2,1976,48,2,1, 0,10,0,3
 7426,2,2,2,1976,31,1,1, 0,12,1,1
 7427,2,1,2,1976,53,1,1, 0, 6,0,5
 7428,1,2,1,1976,35,2,1, 0,12,1,1
 7429,2,2,2,1976,81,2,1, 0, 8,0,2
 7430,2,1,2,1976,22,2,1, 0,13,1,1
 7431,2,1,2,1976,26,1,1, 0,14,1,5
 7432,2,2,1,1976,34,1,1, 0,16,3,5
 7433,2,3,1,1976,57,1,1, 0,14,1,5
 7434,2,1,2,1976,28,2,2, 0,18,3,1
 7435,1,2,1,1976,25,2,1, 0,17,4,5
 7436,1,2,1,1976,20,1,1, 0,12,1,5
 7437,2,2,1,1976,35,1,1, 0,16,3,1
 7438,1,2,1,1976,59,1,1, 0,16,3,1
 7439,1,2,1,1976,37,2,1, 0,17,4,1
 7440,1,2,2,1976,61,2,1, 0,13,1,2
 7441,1,1,1,1976,23,1,1, 0,12,1,5
 7442,2,1,1,1976,64,1,1, 0,11,0,1
 7443,2,1,1,1976,41,2,1, 0,14,1,1
 7444,1,2,1,1976,39,2,1, 0,12,1,1
 7445,1,2,1,1976,41,2,1, 0,12,1,1
 7446,1,2,1,1976,19,1,1, 0,13,1,5
 7447,1,2,2,1976,36,1,1, 0,13,1,1
 7448,2,1,2,1976,39,2,1, 0,15,1,1
 7449,3,1,2,1976,52,2,1, 0,12,1,5
 7450,2,1,3,1976,28,2,1, 0,14,1,3
 7451,1,1,2,1976,47,1,1, 0, 9,0,5
 7452,1,2,1,1976,56,1,1, 0,20,4,1
 7453,1,2,1,1976,49,2,1, 0,12,1,1
 7454,2,1,1,1976,69,2,1, 0,16,3,3
 7455,2,2,3,1976,20,2,1, 0,10,0,5
 7456,1,3,3,1976,32,1,1, 0, 9,0,5
 7457,1,2,1,1976,78,1,1, 0, 8,0,2
 7458,1,2,3,1976,78,2,1, 0, 9,0,1
 7459,1,2,1,1976,68,2,1, 0,12,1,2
 7460,1,2,1,1976,25,2,1, 0,16,3,5
 7461,1,2,1,1976,28,1,1, 0,13,1,1
 7462,2,1,2,1976,36,1,1, 0,17,4,1
 7463,1,2,1,1976,54,1,1, 0,12,1,1
 7464,1,1,2,1976,41,2,1, 0,12,1,1
 7465,1,2,1,1976,31,2,1, 0,12,1,1
 7466,2,1,2,1976,27,1,1, 0,12,1,3
 7467,2,2,1,1976,40,1,1, 0,20,4,3
 7468,1,1,2,1976,48,1,1, 0,12,1,3
 7469,1,2,2,1976,29,2,1, 0,12,1,1
 7470,2,2,2,1976,26,2,1, 0,12,1,1
 7471,2,2,1,1976,22,1,1, 0,14,1,5
 7472,1,2,1,1976,66,1,1, 0,12,1,1
 7473,1,2,1,1976,43,1,1, 0,13,1,1
 7474,1,2,2,1976,80,2,1, 0, 8,0,2
 7475,2,2,1,1976,45,2,1, 0,12,1,1
 7476,2,2,2,1976,26,1,1, 0,15,1,1
 7477,1,2,1,1976,51,1,1, 0,16,3,1
 7478,1,2,2,1976,70,1,1, 0, 6,0,1
 7479,1,2,1,1976,38,2,1, 0,12,0,1
 7480,1,2,1,1976,49,2,1, 0,16,3,1
 7481,2,2,2,1976,19,1,1, 0,12,1,5
 7482,1,2,1,1976,60,1,1, 0,12,1,3
 7483,1,2,2,1976,55,2,1, 0,12,1,1
 7484,1,2,1,1976,75,2,1, 0, 9,0,2
 7485,1,2,2,1976,54,2,1, 0,12,1,1
 7486,2,1,2,1976,29,1,1, 0,17,3,4
 7487,2,1,2,1976,55,1,1, 0,13,1,3
 7488,1,1,2,1976,67,2,1, 0, 8,0,2
 7489,1,1,1,1976,21,2,1, 0,15,1,5
 7490,1,1,2,1976,37,2,1, 0,12,1,4
 7491,2,1,2,1976,77,1,2, 0, 8,0,1
 7492,1,2,1,1976,76,1,2, 0,10,0,1
 7493,1,2,1,1976,58,2,2, 0,13,1,1
 7494,1,2,1,1976,60,2,2, 0,13,1,1
 7495,2,1,2,1976,29,2,2, 0,11,0,1
 7496,2,1,1,1976,28,1,1, 0,16,3,5
 7497,2,1,2,1976,52,1,1, 0,12,0,1
 7498,2,1,2,1976,67,1,1, 0,14,1,2
 7499,2,2,2,1976,56,1,1, 0, 8,0,2
 7500,1,2,1,1976,84,2,1, 0,12,1,2
 7501,2,2,2,1976,26,1,1, 0,12,1,1
 7502,1,2,2,1976,73,1,1, 0, 9,0,1
 7503,2,2,2,1976,22,2,1, 0,12,1,1
 7504,2,1,2,1976,52,2,1, 0, 8,0,1
 7505,2,1,2,1976,49,2,1, 0,11,0,3
 7506,2,2,2,1976,39,1,1, 0,10,1,1
 7507,2,2,1,1976,54,1,1, 0, 7,0,5
 7508,2,1,2,1976,64,2,1, 0, 6,0,3
 7509,2,1,1,1976,74,2,1, 0,12,1,2
 7510,1,2,1,1976,32,2,1, 0,16,3,3
 7511,2,3,2,1976,20,1,1, 0,12,1,5
 7512,2,2,1,1976,60,1,1, 0,14,1,1
 7513,2,2,2,1976,80,2,1, 0, 8,0,2
 7514,2,2,2,1976,47,2,1, 0, 8,0,3
 7515,2,1,2,1976,28,2,1, 0,10,0,5
 7516,2,1,2,1976,24,1,1, 0, 9,1,5
 7517,1,2,1,1976,64,1,1, 0,12,1,1
 7518,1,2,1,1976,28,2,3, 0,12,1,1
 7519,1,3,2,1976,21,2,1, 0,12,1,1
 7520,1,2,1,1976,43,2,1, 0,11,1,3
 7521,2,1,2,1976,76,1,1, 0,10,0,1
 7522,1,1,2,1976,40,1,1, 0,12,1,1
 7523,1,2,2,1976,52,2,1, 0,10,0,1
 7524,2,2,2,1976,41,2,1, 0,12,1,1
 7525,1,2,1,1976,47,2,1, 0,12,1,1
 7526,1,2,2,1976,31,1,1, 0,11,0,1
 7527,1,2,1,1976,76,1,1, 0, 9,0,1
 7528,1,2,1,1976,78,2,1, 0, 8,0,2
 7529,1,2,1,1976,46,2,1, 0,12,1,1
 7530,1,2,1,1976,27,2,1, 0,15,2,1
 7531,2,1,2,1976,44,1,1, 0, 6,0,1
 7532,2,1,2,1976,76,1,1, 0, 8,0,3
 7533,2,1,1,1976,63,2,1, 0, 8,0,1
 7534,1,2,1,1976,57,2,1, 0,12,1,1
 7535,3,1,2,1976,69,2,1, 0, 4,0,1
 7536,1,2,1,1976,41,1,1, 0,16,3,1
 7537,2,2,2,1976,53,1,1, 0,11,0,1
 7538,2,1,2,1976,53,2,1, 0, 7,0,1
 7539,2,2,1,1976,57,2,1, 0, 7,0,1
 7540,2,1,2,1976,44,2,1, 0, 5,0,1
 7541,2,1,2,1976,27,1,1, 0,12,1,5
 7542,2,2,2,1976,60,1,1, 0, 6,0,4
 7543,2,1,2,1976,43,1,1, 0,13,1,1
 7544,1,2,1,1976,52,2,1, 0,10,0,1
 7545,2,1,2,1976,33,2,1, 0,10,0,1
 7546,2,1,2,1976,20,1,1, 0,12,1,5
 7547,2,1,1,1976,63,1,1, 0,14,1,1
 7548,1,3,2,1976,72,2,1, 0,12,1,2
 7549,1,2,1,1976,45,2,1, 0,12,1,1
 7550,1,2,1,1976,28,2,1, 0,17,3,1
 7551,1,2,1,1976,33,1,1, 0,16,3,1
 7552,2,2,2,1976,67,1,1, 0,13,1,1
 7553,3,2,1,1976,67,2,1, 0,14,1,1
 7554,2,2,2,1976,84,2,1, 0, 8,0,2
 7555,1,2,1,1976,35,2,1, 0,16,3,1
 7556,2,2,2,1976,24,1,1, 0,11,0,1
 7557,1,2,1,1976,61,1,1, 0,12,1,1
 7558,2,2,2,1976,42,2,1, 0, 9,0,1
 7559,2,2,2,1976,24,2,1, 0,11,0,1
 7560,2,1,2,1976,42,2,1, 0,12,1,1
 7561,2,2,2,1976,24,1,1, 0,12,1,1
 7562,1,2,1,1976,73,1,1, 0,12,1,1
 7563,1,2,1,1976,72,2,1, 0,16,3,5
 7564,1,2,1,1976,84,2,1, 0,10,1,2
 7565,1,2,1,1976,57,2,1, 0,12,1,1
 7566,2,3,2,1976,23,1,1, 0,12,1,5
 7567,1,2,1,1976,36,1,1, 0,12,1,1
 7568,1,2,2,1976,65,2,1, 0, 8,0,1
 7569,1,2,1,1976,35,2,1, 0,12,1,1
 7570,2,2,2,1976,26,2,1, 0,13,1,1
 7571,2,1,2,1976,31,1,1, 0, 9,0,1
 7572,1,2,2,1976,71,1,1, 0, 5,0,2
 7573,2,1,2,1976,72,1,1, 0, 3,0,1
 7574,2,1,2,1976,31,2,1, 0, 3,0,1
 7575,2,1,2,1976,19,2,1, 0, 8,0,4
 7576,2,1,2,1976,28,1,1, 0,12,1,1
 7577,2,1,2,1976,72,1,1, 0, 0,0,1
 7578,2,1,2,1976,39,1,1, 0, 7,0,1
 7579,2,1,2,1976,36,2,1, 0, 8,0,2
 7580,2,1,2,1976,23,2,1, 0,12,1,5
 7581,2,1,1,1976,66,1,1, 0, 7,0,1
 7582,2,1,1,1976,85,1,1, 0,16,4,2
 7583,3,1,2,1976,31,2,1, 0,11,0,1
 7584,2,1,2,1976,24,2,1, 0,12,1,1
 7585,2,1,1,1976,36,2,1, 0,12,1,1
 7586,1,2,1,1976,67,1,1, 0,11,0,1
 7587,1,8,1,1976,76,1,1, 0,13,1,1
 7588,2,1,2,1976,23,2,2, 0,13,1,1
 7589,1,2,2,1976,99,2,1, 0,11,1,2
 7590,2,1,2,1976,54,2,2, 0,10,0,1
 7591,0,0,0,1977,63,2,1, 0, 8,0,3
 7592,0,0,0,1977,31,2,1, 0, 4,0,5
 7593,0,0,0,1977,66,1,1, 0, 8,0,1
 7594,0,0,0,1977,26,1,1, 0,16,3,1
 7595,0,0,0,1977,20,2,1, 0,99,9,5
 7596,0,0,0,1977,36,1,1, 0,17,3,1
 7597,0,0,0,1977,77,2,1, 0,14,1,2
 7598,0,0,0,1977,35,2,1, 0,12,1,1
 7599,0,0,0,1977,85,2,1, 0,10,0,2
 7600,0,0,0,1977,44,2,1, 0,15,1,1
 7601,0,0,0,1977,30,1,1, 0, 9,0,1
 7602,0,0,0,1977,36,1,1, 0,13,1,1
 7603,0,0,0,1977,33,1,1, 0,14,1,1
 7604,0,0,0,1977,57,2,1, 0,12,1,5
 7605,0,0,0,1977,23,1,2, 0,16,3,5
 7606,0,0,0,1977,30,1,1, 0,16,1,1
 7607,0,0,0,1977,35,1,1, 0,16,3,4
 7608,0,0,0,1977,22,2,2, 0,15,1,5
 7609,0,0,0,1977,25,1,1, 0,16,3,5
 7610,0,0,0,1977,78,1,1, 0,16,3,1
 7611,0,0,0,1977,41,2,1, 0,12,1,1
 7612,0,0,0,1977,45,2,1, 0,12,1,1
 7613,0,0,0,1977,55,2,1, 0,14,2,3
 7614,0,0,0,1977,31,2,1, 0,12,1,1
 7615,0,0,0,1977,34,2,1, 0,12,1,5
 7616,0,0,0,1977,69,2,1, 0, 7,0,2
 7617,0,0,0,1977,25,1,1, 0,13,1,1
 7618,0,0,0,1977,67,2,1, 0,12,1,1
 7619,0,0,0,1977,37,1,1, 0, 8,0,1
 7620,0,0,0,1977,51,1,1, 0,12,1,1
 7621,0,0,0,1977,20,2,1, 0,12,1,5
 7622,0,0,0,1977,48,1,1, 0, 9,1,1
 7623,0,0,0,1977,62,1,1, 0, 9,0,1
 7624,0,0,0,1977,41,2,1, 0,12,1,5
 7625,0,0,0,1977,56,2,1, 0,12,1,1
 7626,0,0,0,1977,59,1,1, 0,16,3,1
 7627,0,0,0,1977,26,2,1, 0,10,0,1
 7628,0,0,0,1977,34,1,1, 0,11,0,1
 7629,0,0,0,1977,30,2,1, 0,14,1,1
 7630,0,0,0,1977,39,2,1, 0,10,0,4
 7631,0,0,0,1977,45,2,1, 0, 4,0,1
 7632,0,0,0,1977,72,1,1, 0,14,1,4
 7633,0,0,0,1977,26,1,1, 0,13,1,5
 7634,0,0,0,1977,60,2,1, 0,12,0,2
 7635,0,0,0,1977,29,2,1, 0,10,0,5
 7636,0,0,0,1977,53,2,1, 0,11,0,1
 7637,0,0,0,1977,49,1,1, 0,11,0,5
 7638,0,0,0,1977,30,2,1, 0,17,4,1
 7639,0,0,0,1977,65,1,1, 0, 9,0,1
 7640,0,0,0,1977,50,2,1, 0,16,3,3
 7641,0,0,0,1977,27,1,1, 0,12,1,5
 7642,0,0,0,1977,63,2,1, 0, 9,0,1
 7643,0,0,0,1977,20,1,1, 0,10,0,5
 7644,0,0,0,1977,89,1,1, 0,12,1,2
 7645,0,0,0,1977,62,2,2, 0,12,1,1
 7646,0,0,0,1977,76,1,1, 0,16,1,1
 7647,0,0,0,1977,31,2,1, 0,18,4,3
 7648,0,0,0,1977,19,1,1, 0,12,1,5
 7649,0,0,0,1977,58,2,1, 0,12,1,2
 7650,0,0,0,1977,20,2,1, 0,12,1,5
 7651,0,0,0,1977,20,2,1, 0,13,1,5
 7652,0,0,0,1977,27,1,1, 0,18,3,5
 7653,0,0,0,1977,39,2,1, 0,12,1,1
 7654,0,0,0,1977,41,1,2, 0,12,1,5
 7655,0,0,0,1977,62,1,1, 0, 6,0,1
 7656,0,0,0,1977,76,1,1, 0, 4,0,1
 7657,0,0,0,1977,80,2,1, 0, 8,0,2
 7658,0,0,0,1977,84,2,1, 0,14,1,2
 7659,0,0,0,1977,73,2,1, 0,10,0,1
 7660,0,0,0,1977,33,1,1, 0,15,2,1
 7661,0,0,0,1977,48,2,1, 0,12,1,1
 7662,0,0,0,1977,68,1,2, 0, 0,0,4
 7663,0,0,0,1977,55,2,2, 0,14,1,1
 7664,0,0,0,1977,35,2,2, 0,99,9,5
 7665,0,0,0,1977,27,1,1, 0,18,4,5
 7666,0,0,0,1977,27,2,1, 0,16,3,1
 7667,0,0,0,1977,47,2,3, 0,16,3,3
 7668,0,0,0,1977,71,2,1, 0,10,0,2
 7669,0,0,0,1977,23,1,2, 0,10,0,1
 7670,0,0,0,1977,47,2,1, 0,12,1,1
 7671,0,0,0,1977,23,1,2, 0,14,2,5
 7672,0,0,0,1977,61,2,1, 0, 7,0,2
 7673,0,0,0,1977,53,2,1, 0,14,2,1
 7674,0,0,0,1977,64,1,1, 0, 8,0,1
 7675,0,0,0,1977,60,2,1, 0, 9,0,1
 7676,0,0,0,1977,23,1,2, 0,11,0,5
 7677,0,0,0,1977,49,1,2, 0, 5,0,1
 7678,0,0,0,1977,33,2,2, 0,11,0,3
 7679,0,0,0,1977,19,1,2, 0,12,1,5
 7680,0,0,0,1977,49,2,1, 0, 8,0,1
 7681,0,0,0,1977,74,2,1, 0, 7,0,1
 7682,0,0,0,1977,62,2,1, 0, 8,0,1
 7683,0,0,0,1977,67,1,1, 0, 8,0,1
 7684,0,0,0,1977,79,2,1, 0, 4,0,2
 7685,0,0,0,1977,24,2,1, 0,12,1,5
 7686,0,0,0,1977,66,2,1, 0,12,1,5
 7687,0,0,0,1977,27,1,1, 0,14,2,4
 7688,0,0,0,1977,63,2,1, 0,11,0,1
 7689,0,0,0,1977,59,2,1, 0,11,0,1
 7690,0,0,0,1977,72,2,1, 0,14,1,1
 7691,0,0,0,1977,30,1,1, 0,11,0,3
 7692,0,0,0,1977,64,2,1, 0,17,3,3
 7693,0,0,0,1977,35,2,1, 0,18,4,1
 7694,0,0,0,1977,50,2,1, 0,13,1,1
 7695,0,0,0,1977,30,1,1, 0,16,3,5
 7696,0,0,0,1977,73,1,1, 0,98,8,2
 7697,0,0,0,1977,64,2,1, 0, 8,0,2
 7698,0,0,0,1977,51,1,1, 0, 9,0,3
 7699,0,0,0,1977,22,2,1, 0,12,1,5
 7700,0,0,0,1977,54,2,1, 0,10,0,2
 7701,0,0,0,1977,47,2,1, 0, 8,0,1
 7702,0,0,0,1977,60,1,1, 0,10,0,1
 7703,0,0,0,1977,34,2,1, 0,12,1,1
 7704,0,0,0,1977,20,1,1, 0,12,1,5
 7705,0,0,0,1977,47,2,1, 0,12,1,1
 7706,0,0,0,1977,37,2,1, 0, 9,0,1
 7707,0,0,0,1977,58,2,1, 0,12,1,2
 7708,0,0,0,1977,40,2,1, 0,17,3,1
 7709,0,0,0,1977,40,1,1, 0,17,3,1
 7710,0,0,0,1977,42,2,1, 0,12,1,1
 7711,0,0,0,1977,32,2,1, 0,17,4,1
 7712,0,0,0,1977,46,1,1, 0,12,1,1
 7713,0,0,0,1977,57,1,1, 0,16,3,1
 7714,0,0,0,1977,32,1,1, 0,15,1,1
 7715,0,0,0,1977,57,2,1, 0,11,0,1
 7716,0,0,0,1977,20,1,1, 0,12,1,5
 7717,0,0,0,1977,57,2,1, 0,12,1,1
 7718,0,0,0,1977,47,1,1, 0,16,3,1
 7719,0,0,0,1977,55,1,2, 0, 8,0,2
 7720,0,0,0,1977,27,2,2, 0,13,1,5
 7721,0,0,0,1977,56,1,2, 0,12,1,2
 7722,0,0,0,1977,34,1,1, 0,12,1,2
 7723,0,0,0,1977,65,2,1, 0,10,1,1
 7724,0,0,0,1977,24,2,1, 0,13,1,5
 7725,0,0,0,1977,83,1,1, 0, 5,0,2
 7726,0,0,0,1977,31,1,1, 0,11,0,3
 7727,0,0,0,1977,58,2,1, 0, 8,0,2
 7728,0,0,0,1977,30,1,2, 0, 6,0,1
 7729,0,0,0,1977,21,2,1, 0,13,1,5
 7730,0,0,0,1977,43,1,1, 0,11,0,3
 7731,0,0,0,1977,22,1,2, 0, 9,0,5
 7732,0,0,0,1977,27,1,3, 0,16,4,5
 7733,0,0,0,1977,42,2,1, 0,12,1,1
 7734,0,0,0,1977,74,1,1, 0,16,1,2
 7735,0,0,0,1977,55,2,1, 0,10,0,1
 7736,0,0,0,1977,36,1,2, 0,13,0,3
 7737,0,0,0,1977,19,1,1, 0,10,0,1
 7738,0,0,0,1977,54,2,1, 0,13,1,1
 7739,0,0,0,1977,71,2,1, 0, 8,0,1
 7740,0,0,0,1977,30,2,1, 0,11,0,1
 7741,0,0,0,1977,56,2,1, 0,12,1,1
 7742,0,0,0,1977,42,1,1, 0,12,1,1
 7743,0,0,0,1977,63,2,1, 0, 8,0,2
 7744,0,0,0,1977,39,1,1, 0,12,1,1
 7745,0,0,0,1977,66,1,1, 0,14,1,4
 7746,0,0,0,1977,68,2,1, 0,12,1,3
 7747,0,0,0,1977,99,1,1, 0,12,1,1
 7748,0,0,0,1977,42,2,1, 0,12,1,1
 7749,0,0,0,1977,60,1,1, 0,12,1,1
 7750,0,0,0,1977,60,1,1, 0, 7,0,1
 7751,0,0,0,1977,32,2,1, 0,12,1,1
 7752,0,0,0,1977,35,2,1, 0,10,1,1
 7753,0,0,0,1977,22,2,1, 0,12,1,1
 7754,0,0,0,1977,25,2,1, 0,12,1,1
 7755,0,0,0,1977,25,1,1, 0,12,1,1
 7756,0,0,0,1977,51,1,1, 0,12,1,1
 7757,0,0,0,1977,48,1,1, 0,12,1,1
 7758,0,0,0,1977,35,2,1, 0,16,3,1
 7759,0,0,0,1977,31,2,1, 0,14,1,3
 7760,0,0,0,1977,49,1,1, 0,20,4,1
 7761,0,0,0,1977,99,1,1, 0,16,3,1
 7762,0,0,0,1977,22,2,1, 0,13,1,1
 7763,0,0,0,1977,49,2,1, 0,18,4,1
 7764,0,0,0,1977,59,2,1, 0,16,3,5
 7765,0,0,0,1977,65,1,1, 0,13,0,1
 7766,0,0,0,1977,23,2,1, 0,11,0,5
 7767,0,0,0,1977,69,1,1, 0,12,1,1
 7768,0,0,0,1977,53,2,1, 0,12,1,1
 7769,0,0,0,1977,67,2,1, 0, 8,0,2
 7770,0,0,0,1977,68,2,1, 0, 8,0,1
 7771,0,0,0,1977,46,1,1, 0,12,1,1
 7772,0,0,0,1977,38,1,1, 0,12,1,3
 7773,0,0,0,1977,26,2,1, 0,12,1,1
 7774,0,0,0,1977,49,1,1, 0,12,1,1
 7775,0,0,0,1977,46,2,1, 0,14,1,1
 7776,0,0,0,1977,36,1,1, 0,12,1,1
 7777,0,0,0,1977,46,2,1, 0,13,1,1
 7778,0,0,0,1977,39,1,1, 0,12,1,1
 7779,0,0,0,1977,71,2,1, 0, 6,0,1
 7780,0,0,0,1977,48,1,1, 0,12,1,1
 7781,0,0,0,1977,70,2,1, 0,12,1,2
 7782,0,0,0,1977,75,2,1, 0, 7,0,1
 7783,0,0,0,1977,72,2,1, 0, 9,0,2
 7784,0,0,0,1977,78,2,1, 0,12,1,2
 7785,0,0,0,1977,20,2,1, 0,10,0,1
 7786,0,0,0,1977,44,1,1, 0, 8,1,1
 7787,0,0,0,1977,47,2,1, 0,12,1,1
 7788,0,0,0,1977,26,2,1, 0,14,1,5
 7789,0,0,0,1977,24,1,1, 0,13,1,5
 7790,0,0,0,1977,29,2,1, 0,12,1,1
 7791,0,0,0,1977,41,1,1, 0,16,3,1
 7792,0,0,0,1977,30,2,1, 0,17,3,4
 7793,0,0,0,1977,30,2,1, 0,12,1,3
 7794,0,0,0,1977,45,1,1, 0,12,1,2
 7795,0,0,0,1977,33,2,1, 0,14,2,1
 7796,0,0,0,1977,59,1,1, 0, 9,0,1
 7797,0,0,0,1977,21,1,1, 0,12,1,5
 7798,0,0,0,1977,65,2,1, 0,10,0,1
 7799,0,0,0,1977,20,2,1, 0,12,1,5
 7800,0,0,0,1977,44,1,1, 0,12,1,1
 7801,0,0,0,1977,28,2,1, 0,12,1,1
 7802,0,0,0,1977,44,1,1, 0,12,1,1
 7803,0,0,0,1977,53,2,1, 0,12,1,1
 7804,0,0,0,1977,25,2,1, 0,14,1,5
 7805,0,0,0,1977,34,1,1, 0,18,4,1
 7806,0,0,0,1977,34,1,1, 0,14,1,1
 7807,0,0,0,1977,49,1,1, 0,12,1,1
 7808,0,0,0,1977,41,2,1, 0,12,1,1
 7809,0,0,0,1977,77,1,1, 0,11,0,1
 7810,0,0,0,1977,35,2,1, 0,11,0,1
 7811,0,0,0,1977,36,1,1, 0,17,3,1
 7812,0,0,0,1977,37,2,1, 0,12,1,1
 7813,0,0,0,1977,36,1,2, 0,16,3,1
 7814,0,0,0,1977,28,1,1, 0,20,4,3
 7815,0,0,0,1977,28,1,2, 0,12,1,1
 7816,0,0,0,1977,35,2,1, 0,14,1,1
 7817,0,0,0,1977,48,1,1, 0,10,0,1
 7818,0,0,0,1977,60,1,1, 0,12,1,1
 7819,0,0,0,1977,65,1,1, 0, 8,0,2
 7820,0,0,0,1977,64,2,1, 0, 8,0,1
 7821,0,0,0,1977,74,2,1, 0, 6,0,2
 7822,0,0,0,1977,25,2,1, 0,12,1,1
 7823,0,0,0,1977,77,2,1, 0, 8,0,2
 7824,0,0,0,1977,49,2,1, 0,12,1,1
 7825,0,0,0,1977,65,1,1, 0,17,4,1
 7826,0,0,0,1977,33,2,3, 0, 6,0,1
 7827,0,0,0,1977,62,2,1, 0,16,3,5
 7828,0,0,0,1977,38,2,1, 0,12,1,1
 7829,0,0,0,1977,30,2,1, 0,12,1,1
 7830,0,0,0,1977,68,2,2, 0, 3,0,2
 7831,0,0,0,1977,60,2,1, 0,12,1,2
 7832,0,0,0,1977,38,2,1, 0,12,1,3
 7833,0,0,0,1977,74,1,1, 0, 6,0,1
 7834,0,0,0,1977,73,2,1, 0,10,0,2
 7835,0,0,0,1977,27,1,1, 0,14,1,5
 7836,0,0,0,1977,44,1,1, 0, 8,0,1
 7837,0,0,0,1977,48,2,1, 0,12,1,1
 7838,0,0,0,1977,45,2,1, 0,12,1,1
 7839,0,0,0,1977,26,2,1, 0,12,1,1
 7840,0,0,0,1977,41,1,1, 0, 9,0,1
 7841,0,0,0,1977,38,2,1, 0,12,1,1
 7842,0,0,0,1977,56,1,1, 0,18,3,1
 7843,0,0,0,1977,51,1,1, 0,11,1,1
 7844,0,0,0,1977,33,2,1, 0,12,1,1
 7845,0,0,0,1977,79,2,1, 0,11,0,2
 7846,0,0,0,1977,43,2,1, 0,13,0,1
 7847,0,0,0,1977,38,2,1, 0,18,4,2
 7848,0,0,0,1977,40,2,1, 0,15,1,3
 7849,0,0,0,1977,50,1,2, 0,12,1,4
 7850,0,0,0,1977,23,1,1, 0,13,1,5
 7851,0,0,0,1977,41,2,1, 0,12,1,5
 7852,0,0,0,1977,39,2,1, 0,12,1,3
 7853,0,0,0,1977,56,1,2, 0,11,0,5
 7854,0,0,0,1977,25,1,1, 0,20,4,1
 7855,0,0,0,1977,23,1,1, 0,16,3,5
 7856,0,0,0,1977,79,2,1, 0, 5,0,2
 7857,0,0,0,1977,59,1,1, 0,12,1,1
 7858,0,0,0,1977,48,2,1, 0,12,1,1
 7859,0,0,0,1977,28,1,1, 0,18,3,5
 7860,0,0,0,1977,50,1,1, 0,11,0,1
 7861,0,0,0,1977,67,2,1, 0,12,1,2
