CASEID,HELPFUL,FAIR,TRUST,YEAR,AGE,SEX,RACE,HISPANIC,EDUC,DEGREE,MARITAL
28863,1,2,1,1993,40,2,1, 0,12,1,1
28864,1,2,2,1993,38,2,1, 0,13,1,1
28865,1,2,2,1993,68,1,1, 0,12,1,1
28866,0,0,0,1993,72,2,1, 0,12,1,1
28867,1,1,2,1993,35,1,1, 0,16,3,1
28868,1,2,2,1993,25,1,1, 0,12,1,5
28869,1,1,2,1993,25,2,1, 0,11,1,1
28870,0,0,0,1993,20,1,1, 0,15,1,5
28871,0,0,0,1993,55,2,1, 0,12,1,2
28872,2,1,2,1993,34,1,1, 0,12,1,5
28873,1,1,2,1993,29,2,1, 0,12,1,1
28874,2,1,2,1993,44,1,1, 0, 9,0,1
28875,1,2,2,1993,71,2,1, 0, 9,0,1
28876,0,0,0,1993,21,2,1, 0,11,0,5
28877,2,1,2,1993,34,2,1, 0,16,3,1
28878,1,2,2,1993,59,2,1, 0,12,1,2
28879,1,2,1,1993,60,1,1, 0,11,0,4
28880,2,1,2,1993,20,2,1, 0,12,1,5
28881,0,0,0,1993,43,1,1, 0,12,1,1
28882,2,2,2,1993,30,2,1, 0,10,0,5
28883,1,1,1,1993,35,1,1, 0,13,1,1
28884,1,2,2,1993,45,2,1, 0,10,1,3
28885,8,2,2,1993,36,2,1, 0,14,1,1
28886,3,3,1,1993,29,1,1, 0,16,3,1
28887,0,0,0,1993,23,2,3, 0,16,2,5
28888,1,1,2,1993,21,2,1, 0,12,1,4
28889,2,1,1,1993,28,2,1, 0,16,2,1
28890,2,2,2,1993,51,2,1, 0, 8,0,1
28891,1,2,2,1993,70,2,1, 0,12,1,1
28892,1,1,2,1993,39,2,1, 0,12,0,1
28893,1,1,2,1993,83,2,1, 0,12,1,2
28894,1,2,2,1993,31,2,3, 0,12,1,5
28895,2,1,2,1993,24,2,2, 0,11,0,5
28896,2,1,2,1993,29,2,2, 0,11,0,5
28897,2,2,2,1993,51,2,1, 0,14,1,1
28898,3,2,2,1993,53,2,1, 0,15,1,1
28899,0,0,0,1993,77,2,1, 0,16,3,2
28900,0,0,0,1993,37,2,1, 0,12,1,3
28901,2,2,2,1993,77,2,1, 0,12,1,2
28902,2,2,1,1993,46,2,1, 0,12,1,1
28903,2,1,3,1993,27,1,1, 0, 9,0,1
28904,2,1,2,1993,25,2,1, 0, 9,0,1
28905,1,2,2,1993,39,1,1, 0,12,1,3
28906,0,0,0,1993,60,1,1, 0,12,1,2
28907,0,0,0,1993,28,1,1, 0,12,1,5
28908,0,0,0,1993,69,1,1, 0, 8,0,1
28909,1,1,2,1993,20,2,1, 0,14,1,5
28910,0,0,0,1993,71,2,1, 0,10,0,2
28911,2,2,2,1993,58,1,1, 0,12,1,1
28912,8,2,3,1993,39,2,1, 0,12,1,3
28913,2,1,2,1993,51,1,1, 0,12,1,1
28914,1,2,1,1993,50,2,1, 0,16,3,1
28915,2,1,2,1993,32,1,3, 0,12,1,1
28916,2,1,2,1993,26,2,1, 0,12,1,1
28917,1,2,1,1993,48,2,1, 0,12,1,3
28918,2,1,1,1993,58,1,1, 0, 8,0,3
28919,1,2,2,1993,85,2,1, 0, 9,0,2
28920,1,2,1,1993,34,2,1, 0,12,1,5
28921,0,0,0,1993,33,1,1, 0,12,1,1
28922,0,0,0,1993,44,1,1, 0,12,1,3
28923,0,0,0,1993,42,1,1, 0,12,1,1
28924,0,0,0,1993,45,1,1, 0,15,1,4
28925,0,0,0,1993,32,2,1, 0,12,1,1
28926,1,2,1,1993,33,2,1, 0,12,1,1
28927,2,2,2,1993,78,1,1, 0, 8,0,1
28928,0,0,0,1993,29,1,1, 0,12,1,1
28929,1,2,2,1993,28,2,1, 0,13,1,5
28930,0,0,0,1993,23,1,1, 0,12,1,1
28931,1,1,2,1993,25,2,1, 0,13,1,1
28932,0,0,0,1993,42,1,1, 0,12,1,1
28933,0,0,0,1993,24,1,1, 0, 9,0,5
28934,1,1,2,1993,36,2,1, 0,11,0,4
28935,0,0,0,1993,28,1,1, 0,12,1,1
28936,1,1,2,1993,21,2,1, 0,12,1,4
28937,2,1,2,1993,61,1,1, 0, 4,0,5
28938,2,2,2,1993,23,1,2, 0,12,1,5
28939,2,2,1,1993,40,2,1, 0,17,3,1
28940,0,0,0,1993,31,2,1, 0,12,1,5
28941,2,2,2,1993,35,1,1, 0,12,1,1
28942,2,2,1,1993,69,2,1, 0,11,1,2
28943,1,1,2,1993,68,2,1, 0, 9,0,2
28944,0,0,0,1993,79,2,1, 0,12,1,3
28945,0,0,0,1993,73,1,1, 0,12,1,3
28946,1,2,2,1993,45,2,1, 0,14,2,3
28947,1,2,1,1993,54,2,1, 0,16,3,3
28948,2,2,1,1993,58,1,1, 0,16,3,3
28949,0,0,0,1993,58,1,1, 0,16,4,1
28950,1,1,2,1993,67,2,1, 0,16,3,1
28951,0,0,0,1993,64,2,1, 0,15,1,3
28952,1,1,2,1993,74,2,1, 0,12,1,1
28953,2,2,2,1993,44,2,2, 0,12,1,5
28954,1,1,2,1993,30,1,1, 0,14,1,5
28955,0,0,0,1993,34,2,1, 0,16,3,5
28956,1,1,2,1993,79,2,1, 0,12,1,2
28957,0,0,0,1993,45,1,1, 0,13,1,3
28958,1,2,1,1993,78,2,1, 0,12,1,2
28959,1,2,2,1993,47,1,1, 0,12,1,5
28960,1,1,2,1993,50,2,1, 0,12,1,1
28961,1,2,2,1993,38,2,1, 0,11,1,5
28962,0,0,0,1993,31,2,1, 0,12,1,1
28963,2,2,2,1993,55,2,1, 0,12,1,1
28964,1,2,2,1993,25,1,1, 0,16,3,1
28965,2,1,2,1993,40,1,1, 0,12,1,3
28966,1,2,2,1993,36,2,1, 0,12,1,4
28967,1,2,1,1993,49,2,1, 0,12,1,3
28968,0,0,0,1993,64,1,1, 0, 8,0,5
28969,2,1,2,1993,42,1,1, 0,13,1,1
28970,2,1,2,1993,42,2,1, 0,10,0,1
28971,0,0,0,1993,29,1,1, 0, 9,0,1
28972,2,1,2,1993,19,1,1, 0,11,0,5
28973,0,0,0,1993,26,2,1, 0,13,1,1
28974,2,2,1,1993,60,1,2, 0,14,2,3
28975,2,2,2,1993,25,2,1, 0,14,1,5
28976,0,0,0,1993,44,1,1, 0,17,3,1
28977,0,0,0,1993,31,2,1, 0,12,1,1
28978,1,2,2,1993,53,2,1, 0,12,1,1
28979,1,2,1,1993,38,1,1, 0,12,1,1
28980,3,1,2,1993,60,2,1, 0, 7,0,2
28981,1,3,1,1993,48,2,1, 0,12,1,1
28982,0,0,0,1993,34,2,1, 0,18,4,1
28983,1,2,2,1993,69,2,1, 0,13,1,2
28984,1,3,1,1993,48,2,1, 0, 8,0,1
28985,1,2,1,1993,79,2,1, 0,12,1,1
28986,1,2,1,1993,49,2,1, 0,16,3,5
28987,1,3,1,1993,33,1,1, 0,19,4,1
28988,2,1,2,1993,55,2,1, 0,16,3,1
28989,0,0,0,1993,56,2,1, 0,12,1,1
28990,2,1,1,1993,21,1,1, 0,12,1,5
28991,0,0,0,1993,36,1,1, 0,17,3,1
28992,0,0,0,1993,65,1,1, 0,14,1,1
28993,1,2,1,1993,59,1,1, 0,16,3,1
28994,0,0,0,1993,50,2,1, 0,16,3,1
28995,1,2,2,1993,78,2,2, 0,12,1,3
28996,1,1,2,1993,74,1,2, 0,10,0,1
28997,3,2,2,1993,31,1,2, 0,12,1,1
28998,0,0,0,1993,89,2,2, 0,14,2,2
28999,0,0,0,1993,75,2,2, 0,14,1,4
29000,2,1,2,1993,40,2,1, 0, 7,0,3
29001,2,2,1,1993,47,1,1, 0,12,1,1
29002,0,0,0,1993,38,1,1, 0, 8,0,3
29003,0,0,0,1993,37,1,1, 0,12,1,5
29004,2,1,2,1993,49,1,1, 0, 7,0,4
29005,0,0,0,1993,39,2,1, 0,12,1,3
29006,2,1,2,1993,64,2,1, 0,12,1,1
29007,8,3,2,1993,53,2,1, 0,98,8,1
29008,1,2,2,1993,28,2,1, 0,16,3,1
29009,2,1,2,1993,24,1,1, 0,11,0,1
29010,0,0,0,1993,80,2,1, 0,10,0,1
29011,0,0,0,1993,70,1,1, 0,18,4,1
29012,0,0,0,1993,37,1,1, 0,12,1,1
29013,3,2,1,1993,67,2,1, 0,16,3,1
29014,1,2,1,1993,74,2,1, 0,16,3,2
29015,2,1,2,1993,40,2,1, 0,12,1,3
29016,2,2,2,1993,26,1,1, 0,14,2,5
29017,1,2,1,1993,37,2,1, 0,18,4,1
29018,2,1,2,1993,33,2,2, 0,13,1,4
29019,0,0,0,1993,50,2,1, 0,12,1,3
29020,0,0,0,1993,46,1,1, 0,14,1,1
29021,2,1,2,1993,60,1,1, 0,13,2,1
29022,0,0,0,1993,29,2,1, 0,16,3,5
29023,1,1,2,1993,22,2,1, 0,12,1,1
29024,0,0,0,1993,72,1,1, 0, 7,0,1
29025,0,0,0,1993,28,1,2, 0,17,1,4
29026,1,2,1,1993,29,1,1, 0,16,3,5
29027,1,2,1,1993,46,2,1, 0,14,2,1
29028,2,1,2,1993,25,1,1, 0,13,1,1
29029,1,2,2,1993,47,2,1, 0,16,3,3
29030,2,2,1,1993,78,1,1, 0,11,1,1
29031,1,2,1,1993,73,1,1, 0,16,3,1
29032,1,2,2,1993,36,1,1, 0, 8,0,1
29033,0,0,0,1993,77,1,1, 0,11,1,2
29034,2,2,1,1993,37,1,1, 0,10,1,1
29035,2,1,2,1993,25,2,2, 0,13,1,5
29036,1,2,1,1993,32,2,1, 0, 9,0,1
29037,2,1,2,1993,40,1,1, 0,18,4,1
29038,2,3,2,1993,33,2,1, 0,13,1,3
29039,0,0,0,1993,39,2,1, 0,12,1,1
29040,2,1,2,1993,33,2,3, 0,14,1,1
29041,2,1,2,1993,26,1,1, 0,12,1,1
29042,0,0,0,1993,28,2,1, 0,12,1,4
29043,0,0,0,1993,29,2,2, 0,15,1,5
29044,0,0,0,1993,33,1,1, 0,16,3,1
29045,0,0,0,1993,35,1,1, 0,17,4,5
29046,1,2,1,1993,74,2,1, 0,13,1,1
29047,3,1,2,1993,75,2,1, 0,11,1,2
29048,0,0,0,1993,49,2,1, 0,15,1,1
29049,1,2,1,1993,69,1,1, 0,16,3,1
29050,1,1,2,1993,35,2,2, 0,13,1,4
29051,2,2,2,1993,28,1,1, 0,18,1,1
29052,2,2,2,1993,71,2,2, 0, 6,0,2
29053,2,2,2,1993,64,2,2, 0,12,1,3
29054,0,0,0,1993,62,2,2, 0, 6,0,1
29055,2,1,2,1993,35,1,2, 0, 9,1,5
29056,0,0,0,1993,46,1,1, 0,14,2,1
29057,0,0,0,1993,58,1,1, 0,18,3,2
29058,1,2,1,1993,29,1,1, 0,16,3,4
29059,2,1,2,1993,25,1,1, 0,12,1,1
29060,1,2,2,1993,42,1,1, 0,11,0,1
29061,2,1,2,1993,43,2,1, 0,98,8,5
29062,1,2,1,1993,59,2,1, 0, 9,0,1
29063,2,1,2,1993,38,2,1, 0,10,0,4
29064,0,0,0,1993,48,2,1, 0,11,1,1
29065,2,1,2,1993,34,2,1, 0,12,1,1
29066,1,2,1,1993,44,2,1, 0,13,1,1
29067,0,0,0,1993,59,2,1, 0,16,3,1
29068,0,0,0,1993,23,1,2, 0,14,1,1
29069,0,0,0,1993,46,2,1, 0,12,1,1
29070,1,3,2,1993,37,1,2, 0,13,1,1
29071,2,2,2,1993,34,1,1, 0,14,1,3
29072,1,2,1,1993,26,1,1, 0,14,1,5
29073,1,2,2,1993,58,1,1, 0,13,1,3
29074,0,0,0,1993,87,1,1, 0,12,1,1
29075,0,0,0,1993,69,1,1, 0,18,4,1
29076,1,2,1,1993,65,1,1, 0,12,1,1
29077,1,2,1,1993,31,1,1, 0,20,4,3
29078,1,2,1,1993,66,2,1, 0,16,3,1
29079,0,0,0,1993,69,2,1, 0,17,3,1
29080,0,0,0,1993,99,2,1, 0,16,3,2
29081,0,0,0,1993,53,2,1, 0,18,4,1
29082,2,2,2,1993,72,1,1, 0,13,1,1
29083,0,0,0,1993,26,1,1, 0,12,1,5
29084,2,2,2,1993,25,1,1, 0,12,1,1
29085,2,1,2,1993,37,2,1, 0,13,1,1
29086,2,1,2,1993,21,1,1, 0,12,1,1
29087,1,1,2,1993,58,1,1, 0,14,1,1
29088,1,2,2,1993,25,2,1, 0,16,3,5
29089,1,2,2,1993,35,2,1, 0, 8,0,1
29090,2,1,2,1993,60,2,1, 0, 6,0,3
29091,0,0,0,1993,33,1,1, 0,10,0,1
29092,0,0,0,1993,24,1,1, 0,15,1,5
29093,1,2,1,1993,82,1,1, 0,12,1,1
29094,2,1,2,1993,29,1,1, 0,16,2,1
29095,2,2,2,1993,41,2,1, 0,15,1,1
29096,1,2,2,1993,73,2,1, 0, 8,0,1
29097,8,3,1,1993,30,1,1, 0,12,1,1
29098,0,0,0,1993,47,1,1, 0,16,3,3
29099,2,1,2,1993,68,2,1, 0,13,1,1
29100,0,0,0,1993,68,2,1, 0,10,0,1
29101,1,3,2,1993,39,2,1, 0,12,1,1
29102,1,1,2,1993,56,2,1, 0,10,0,1
29103,2,2,2,1993,37,2,1, 0,12,1,1
29104,2,2,2,1993,68,1,1, 0,12,1,1
29105,1,2,2,1993,66,1,1, 0,13,1,1
29106,1,2,3,1993,78,2,1, 0,12,1,1
29107,2,2,2,1993,59,1,1, 0,12,1,3
29108,2,1,2,1993,22,2,1, 0,12,1,3
29109,0,0,0,1993,33,1,1, 0,14,1,5
29110,0,0,0,1993,51,1,1, 0, 9,1,1
29111,0,0,0,1993,52,1,1, 0,12,1,1
29112,0,0,0,1993,21,2,1, 0,15,1,1
29113,1,2,1,1993,46,2,1, 0,20,4,3
29114,2,3,1,1993,25,1,1, 0,17,1,1
29115,2,3,1,1993,36,1,1, 0,16,3,1
29116,0,0,0,1993,86,2,1, 0,11,1,1
29117,1,2,2,1993,47,1,1, 0,12,1,3
29118,0,0,0,1993,28,1,1, 0,10,0,3
29119,1,1,2,1993,28,2,1, 0,12,1,3
29120,1,3,3,1993,40,2,1, 0,12,1,3
29121,9,3,9,1993,52,2,2, 0,12,9,2
29122,0,0,0,1993,28,2,1, 0,10,1,3
29123,1,2,1,1993,68,2,2, 0, 9,0,2
29124,0,0,0,1993,82,2,2, 0,10,0,2
29125,0,0,0,1993,72,2,2, 0, 9,0,2
29126,2,1,2,1993,32,2,1, 0,12,9,5
29127,1,2,1,1993,64,2,1, 0,16,3,1
29128,2,1,2,1993,74,1,2, 0, 5,0,3
29129,0,0,0,1993,35,1,1, 0,15,1,5
29130,2,2,1,1993,63,2,1, 0,16,3,1
29131,2,1,2,1993,49,2,1, 0,14,1,5
29132,2,1,2,1993,35,1,1, 0,14,2,5
29133,2,1,2,1993,33,2,1, 0,16,1,5
29134,0,0,0,1993,31,1,2, 0,12,1,3
29135,0,0,0,1993,32,1,1, 0,16,1,5
29136,1,2,2,1993,42,2,1, 0,19,4,3
29137,0,0,0,1993,40,1,2, 0,15,1,3
29138,0,0,0,1993,24,2,3, 0,16,3,5
29139,1,2,1,1993,38,1,2, 0,13,1,4
29140,2,1,2,1993,36,1,1, 0, 8,0,1
29141,1,2,2,1993,23,2,1, 0,13,1,5
29142,0,0,0,1993,30,1,1, 0,12,1,5
29143,0,0,0,1993,29,2,1, 0,12,1,5
29144,2,1,1,1993,37,2,1, 0,13,1,5
29145,0,0,0,1993,40,1,1, 0,12,1,1
29146,1,1,1,1993,52,2,1, 0,14,1,1
29147,1,2,1,1993,79,2,1, 0,12,1,1
29148,1,1,2,1993,29,2,1, 0,12,1,1
29149,0,0,0,1993,59,1,1, 0,12,1,1
29150,1,2,1,1993,28,1,1, 0,18,4,5
29151,1,2,1,1993,35,2,1, 0,18,3,1
29152,1,2,2,1993,32,2,1, 0, 9,1,1
29153,0,0,0,1993,23,1,1, 0,16,1,5
29154,0,0,0,1993,50,2,3, 0,18,4,1
29155,0,0,0,1993,43,1,1, 0,16,3,1
29156,0,0,0,1993,39,2,1, 0,13,1,1
29157,0,0,0,1993,50,2,1, 0,13,1,4
29158,2,1,2,1993,78,2,1, 0,10,0,2
29159,1,1,1,1993,43,2,1, 0,18,3,5
29160,0,0,0,1993,34,1,1, 0,18,3,5
29161,2,1,2,1993,57,2,1, 0,11,1,1
29162,3,2,2,1993,63,1,1, 0,12,1,5
29163,0,0,0,1993,48,1,1, 0,14,1,5
29164,3,3,2,1993,48,2,1, 0,14,1,3
29165,1,2,1,1993,28,1,1, 0,16,3,5
29166,1,2,1,1993,42,2,3, 0,18,4,3
29167,0,0,0,1993,33,2,1, 0,13,1,1
29168,2,2,1,1993,32,2,1, 0,12,1,1
29169,2,1,2,1993,31,2,1, 0,12,1,3
29170,1,1,2,1993,24,2,1, 0,14,2,1
29171,1,2,1,1993,57,1,1, 0,20,3,1
29172,2,1,2,1993,55,1,1, 0,12,1,3
29173,2,2,2,1993,35,2,1, 0,12,1,1
29174,1,2,1,1993,55,2,1, 0,16,1,2
29175,3,2,2,1993,34,1,1, 0,12,1,1
29176,2,1,2,1993,28,2,1, 0,13,1,1
29177,0,0,0,1993,21,1,1, 0,13,0,5
29178,1,3,2,1993,73,2,1, 0, 8,0,2
29179,1,1,2,1993,32,2,1, 0,17,3,3
29180,0,0,0,1993,58,2,1, 0,12,1,3
29181,3,2,3,1993,28,1,1, 0,13,1,5
29182,2,1,3,1993,24,2,1, 0,12,1,1
29183,2,1,2,1993,41,2,1, 0,14,2,5
29184,2,2,2,1993,27,1,1, 0,13,1,1
29185,0,0,0,1993,40,1,1, 0,12,1,1
29186,1,1,2,1993,69,1,1, 0, 9,0,1
29187,0,0,0,1993,42,2,1, 0,14,1,1
29188,1,3,2,1993,36,2,1, 0,12,1,1
29189,2,1,1,1993,20,1,1, 0,12,1,5
29190,0,0,0,1993,34,2,1, 0,12,1,3
29191,2,1,1,1993,66,1,1, 0,18,4,1
29192,0,0,0,1993,57,1,1, 0,17,3,1
29193,2,1,2,1993,53,1,1, 0,14,2,1
29194,1,2,2,1993,66,2,1, 0,12,0,1
29195,0,0,0,1993,42,1,1, 0,16,3,1
29196,0,0,0,1993,60,1,1, 0,13,1,1
29197,0,0,0,1993,70,2,1, 0,12,1,3
29198,1,2,1,1993,48,2,1, 0,16,3,3
29199,2,1,1,1993,45,1,1, 0,12,1,3
29200,0,0,0,1993,41,1,1, 0,16,3,1
29201,2,1,2,1993,57,2,1, 0,14,0,2
29202,1,2,2,1993,21,1,1, 0,12,1,5
29203,2,3,2,1993,34,1,1, 0,14,2,1
29204,2,1,2,1993,39,1,1, 0,11,0,3
29205,1,2,1,1993,30,1,1, 0,17,4,1
29206,2,2,2,1993,22,2,1, 0,12,1,5
29207,1,2,2,1993,40,2,1, 0,14,1,1
29208,0,0,0,1993,74,1,1, 0, 2,0,2
29209,1,2,1,1993,36,2,1, 0,13,1,1
29210,1,2,2,1993,19,2,1, 0,11,0,5
29211,0,0,0,1993,63,2,1, 0,12,1,3
29212,1,2,1,1993,38,1,1, 0,12,1,5
29213,0,0,0,1993,29,2,1, 0,12,1,5
29214,1,2,1,1993,43,1,1, 0,16,3,1
29215,0,0,0,1993,28,2,1, 0,15,1,1
29216,1,2,2,1993,74,1,1, 0, 8,0,1
29217,2,2,2,1993,61,2,1, 0,11,0,1
29218,1,2,2,1993,89,2,1, 0, 9,0,2
29219,1,2,1,1993,68,2,1, 0,12,1,2
29220,1,2,2,1993,60,2,1, 0,11,0,1
29221,2,2,2,1993,24,1,1, 0,15,2,1
29222,0,0,0,1993,43,1,1, 0, 8,0,2
29223,0,0,0,1993,73,1,1, 0,12,1,1
29224,0,0,0,1993,71,1,1, 0, 8,0,1
29225,0,0,0,1993,36,1,1, 0, 9,0,3
29226,1,2,1,1993,46,2,1, 0,12,1,3
29227,1,1,2,1993,36,1,1, 0,10,1,1
29228,2,1,2,1993,71,2,1, 0,10,0,2
29229,1,2,2,1993,46,2,1, 0,13,1,3
29230,2,2,2,1993,27,2,1, 0,12,1,1
29231,1,1,2,1993,50,1,1, 0,13,1,1
29232,2,1,2,1993,67,2,1, 0, 7,0,1
29233,1,2,1,1993,88,2,1, 0, 7,0,2
29234,0,0,0,1993,76,2,1, 0,12,1,2
29235,2,2,2,1993,24,1,1, 0,16,2,5
29236,0,0,0,1993,26,1,1, 0,17,3,5
29237,0,0,0,1993,24,2,1, 0,16,3,5
29238,0,0,0,1993,38,2,3, 0,14,1,1
29239,1,2,1,1993,42,2,3, 0,15,2,1
29240,1,2,1,1993,65,2,1, 0,12,1,2
29241,0,0,0,1993,32,2,3, 0,18,4,1
29242,0,0,0,1993,28,2,2, 0,12,1,1
29243,2,1,2,1993,45,2,1, 0,12,1,1
29244,0,0,0,1993,29,2,1, 0,12,1,3
29245,1,2,1,1993,37,2,1, 0,15,1,3
29246,2,1,2,1993,44,2,1, 0,16,3,5
29247,0,0,0,1993,37,2,1, 0,17,3,1
29248,1,2,1,1993,26,2,1, 0,19,3,5
29249,1,2,2,1993,46,1,1, 0,12,1,3
29250,2,1,2,1993,18,1,1, 0,11,0,5
29251,2,1,2,1993,29,1,1, 0,13,1,1
29252,2,2,1,1993,19,1,1, 0,12,1,5
29253,0,0,0,1993,21,2,1, 0,13,1,1
29254,2,1,2,1993,19,1,3, 0,11,0,5
29255,2,2,2,1993,27,2,1, 0, 9,1,3
29256,2,1,2,1993,29,1,1, 0,12,1,5
29257,1,2,1,1993,73,2,1, 0, 8,0,2
29258,1,2,2,1993,39,1,1, 0,16,3,3
29259,2,2,2,1993,72,1,1, 0, 8,0,1
29260,3,1,2,1993,49,2,1, 0,14,1,1
29261,0,0,0,1993,43,2,1, 0,12,1,1
29262,2,1,2,1993,31,1,1, 0,15,1,1
29263,0,0,0,1993,31,2,1, 0,13,1,3
29264,0,0,0,1993,55,1,1, 0,16,3,1
29265,2,1,2,1993,28,1,1, 0,12,1,3
29266,2,1,2,1993,73,2,1, 0,12,1,1
29267,0,0,0,1993,22,1,1, 0,12,1,5
29268,1,1,2,1993,30,2,1, 0,14,2,3
29269,1,1,1,1993,46,2,1, 0,12,1,3
29270,1,2,1,1993,25,1,1, 0,15,2,5
29271,1,2,1,1993,19,1,1, 0,12,1,5
29272,1,2,1,1993,62,2,1, 0,18,4,2
29273,2,2,2,1993,47,1,1, 0,12,1,1
29274,2,2,2,1993,51,2,2, 0,12,1,2
29275,0,0,0,1993,38,2,2, 0,14,1,3
29276,2,1,2,1993,68,2,2, 0, 6,0,2
29277,0,0,0,1993,58,2,2, 0,12,1,4
29278,2,2,2,1993,62,2,2, 0, 9,0,2
29279,1,1,2,1993,50,2,1, 0,10,1,3
29280,1,2,1,1993,35,2,1, 0,12,1,1
29281,0,0,0,1993,66,1,1, 0, 8,0,3
29282,2,2,2,1993,54,2,1, 0,12,1,1
29283,2,1,2,1993,40,2,1, 0,12,1,1
29284,0,0,0,1993,38,1,1, 0,10,0,3
29285,1,2,1,1993,68,2,1, 0,12,0,2
29286,0,0,0,1993,47,2,1, 0,14,1,3
29287,0,0,0,1993,36,2,1, 0,18,4,5
29288,2,1,2,1993,65,2,1, 0, 8,0,2
29289,3,1,2,1993,68,2,1, 0,12,1,1
29290,2,1,2,1993,54,1,1, 0,11,0,1
29291,0,0,0,1993,62,1,1, 0, 8,0,1
29292,1,2,2,1993,62,1,1, 0, 7,0,1
29293,2,1,2,1993,20,1,2, 0,12,1,5
29294,0,0,0,1993,63,2,1, 0,13,1,3
29295,0,0,0,1993,64,1,1, 0, 8,0,1
29296,0,0,0,1993,28,2,1, 0,12,1,3
29297,2,2,1,1993,33,1,1, 0, 9,1,1
29298,2,3,2,1993,76,1,1, 0, 7,0,1
29299,0,0,0,1993,38,2,1, 0, 8,0,2
29300,2,2,2,1993,70,1,1, 0, 8,0,1
29301,1,2,1,1993,39,1,1, 0,12,1,1
29302,1,2,2,1993,20,2,1, 0,12,1,5
29303,2,1,2,1993,37,2,1, 0,12,1,4
29304,0,0,0,1993,33,2,1, 0, 8,0,1
29305,1,2,2,1993,72,2,1, 0, 8,0,2
29306,1,2,2,1993,66,2,1, 0, 7,0,1
29307,0,0,0,1993,60,2,2, 0,10,0,2
29308,2,2,1,1993,55,2,1, 0,13,1,1
29309,1,2,1,1993,54,2,1, 0,16,3,1
29310,2,2,2,1993,30,1,2, 0,11,0,5
29311,0,0,0,1993,49,1,1, 0,12,1,1
29312,2,1,1,1993,44,1,2, 0,18,4,1
29313,1,2,2,1993,51,1,2, 0, 6,0,3
29314,2,2,2,1993,21,2,2, 0,12,1,5
29315,3,1,2,1993,35,2,2, 0,13,1,5
29316,0,0,0,1993,22,2,1, 0,11,1,3
29317,0,0,0,1993,60,1,1, 0,12,1,1
29318,1,1,2,1993,36,2,2, 0,10,0,1
29319,1,2,2,1993,30,2,1, 0,11,1,1
29320,2,2,2,1993,52,1,2, 0, 8,0,1
29321,2,1,2,1993,41,1,2, 0,12,1,1
29322,0,0,0,1993,39,2,2, 0,12,1,1
29323,1,2,1,1993,30,2,1, 0,12,1,3
29324,1,1,2,1993,31,2,1, 0,14,2,1
29325,0,0,0,1993,61,1,1, 0,12,1,1
29326,0,0,0,1993,42,2,1, 0,12,1,1
29327,1,2,2,1993,53,2,1, 0,12,1,1
29328,0,0,0,1993,23,2,1, 0,16,3,5
29329,0,0,0,1993,23,1,1, 0,15,2,5
29330,1,2,1,1993,37,1,1, 0,16,3,1
29331,1,2,1,1993,47,1,1, 0,12,1,1
29332,1,2,1,1993,40,2,1, 0,16,2,1
29333,1,1,1,1993,69,2,1, 0,12,1,1
29334,0,0,0,1993,75,1,1, 0, 8,0,5
29335,1,2,2,1993,69,2,1, 0,12,1,3
29336,2,3,2,1993,82,1,2, 0, 0,0,5
29337,0,0,0,1993,26,2,1, 0,17,3,1
29338,2,3,2,1993,33,2,1, 0,12,1,3
29339,3,3,2,1993,22,2,1, 0, 8,0,1
29340,2,2,2,1993,29,1,2, 0,13,1,5
29341,1,1,2,1993,42,2,1, 0,11,0,1
29342,2,1,2,1993,44,2,1, 0,12,1,3
29343,2,2,2,1993,38,2,1, 0,12,1,1
29344,0,0,0,1993,37,1,1, 0,10,0,5
29345,0,0,0,1993,26,1,1, 0,12,1,1
29346,1,2,1,1993,66,1,1, 0,12,1,1
29347,2,1,2,1993,82,2,1, 0,16,1,2
29348,0,0,0,1993,30,2,2, 0,12,1,3
29349,2,2,2,1993,61,2,1, 0, 5,0,4
29350,0,0,0,1993,50,1,1, 0,12,1,5
29351,0,0,0,1993,67,1,1, 0, 8,0,3
29352,2,1,2,1993,82,1,1, 0, 6,0,1
29353,2,1,2,1993,23,2,1, 0,15,1,5
29354,1,2,1,1993,47,2,1, 0,12,1,1
29355,0,0,0,1993,58,1,1, 0,18,4,1
29356,1,1,2,1993,21,2,1, 0,11,1,5
29357,1,2,1,1993,29,2,1, 0,13,1,1
29358,2,1,2,1993,19,1,1, 0,11,0,5
29359,1,2,2,1993,65,2,1, 0,12,1,2
29360,1,1,2,1993,23,2,1, 0,16,1,5
29361,1,2,1,1993,55,2,1, 0,13,1,1
29362,0,0,0,1993,62,2,1, 0,11,1,2
29363,2,1,2,1993,25,2,1, 0,17,2,3
29364,2,3,2,1993,69,1,3, 0,13,1,2
29365,1,2,1,1993,71,2,1, 0,17,3,2
29366,2,1,2,1993,86,1,1, 0,12,1,1
29367,2,2,2,1993,33,1,1, 0,17,3,1
29368,0,0,0,1993,41,2,1, 0,14,1,3
29369,0,0,0,1993,28,1,1, 0,12,1,1
29370,0,0,0,1993,76,1,1, 0,12,1,1
29371,1,1,2,1993,19,1,1, 0,11,0,5
29372,0,0,0,1993,70,1,1, 0,13,1,1
29373,1,2,1,1993,46,2,1, 0,14,1,1
29374,1,1,2,1993,24,1,1, 0,16,3,5
29375,1,2,1,1993,86,2,1, 0,12,1,2
